PaperID,Abstract
1732614,"The double nucleus geometry of M31 is currently best explained by the eccentric disk hypothesis of Tremaine, but whether the eccentric disk resulted from the tidal disruption of an inbounding star cluster by a nuclear black hole, or by an m=1 perturbation of a native nuclear disk, remains debatable. I perform detailed 2-D decomposition of the M31 double nucleus in the Hubble Space Telescope V-band to study the bulge structure and to address competing formation scenarios of the eccentric disk. I deblend the double nucleus (P1 and P2) and the bulge simultaneously using five Sersic and one Nuker components. P1 and P2 appear to be embedded inside an intermediate component (r_e=3.2"") that is nearly spherical (q=0.97+/-m0.02), while the main galaxy bulge is more elliptical (q=0.81+/-0.01). The spherical bulge mass of 2.8x10^7 M_sol is comparable to the supermassive black hole mass (3x10^7 M_sol). In the 2-D decomposition, the bulge is consistent with being centered near the UV peak of P2, but the exact position is difficult to pinpoint because of dust in the bulge. P1 and P2 are comparable in mass. Within a radius r=1\arcsec of P2, the relative mass fraction of the nuclear components is M_BH:M_bulge:P1: P2 = 4.3:1.2:1:0.7, assuming the luminous components have a common mass-to-light ratio of 5.7. The eccentric disk as a whole (P1+P2) is massive, M ~ 2.1x10^7 M_sol, comparable to the black hole and the local bulge mass. As such, the eccentric disk could not have been formed entirely out of stars that were stripped from an inbounding star cluster. Hence, the more favored scenario is that of a disk formed in situ by an m=1 perturbation, caused possibly by the passing of a giant molecular cloud, or the passing/accretion of a small globular cluster. Comment: 19 pages, 8 figures. AJ accepted. For the version of this paper with high resolution figures, go to: http://zwicky.as.arizona.edu/~cyp/work/m31.ps.gz"
1732615,"Northern Galactic Planetary nebulae (PNs) are studied to disclose possible correlations between the morphology of the nebulae and the evolution of the central stars (CSs). To this end, we have built the best database available to date, accounting for homogeneity and completeness. We use updated statistical distances, an updated morphological classification scheme, and we calculate Zanstra temperatures for a large sample of PNs. With our study we confirm that round, elliptical, and bipolar PNs have different spatial distributions within the Galaxy, with average absolute distances to the Galactic plane 0.73, 0.38, and 0.21 kpc respectively. We also find evidence that the distributions of the central star's masses are different across these morphological groups, although we do not find that CSs hosted by bipolar PNs are hotter, on average, than CSs within round and elliptical PNs. Our results are in broad agreement with the previous analyses, indicating that round, elliptical, and bipolar PNs evolve from progenitors in different mass ranges, and may belong to different stellar populations, as also indicated by the helium and nitrogen abundances of PNs of different morphology. Comment: 31 pages, 6 figures, 4 tables. Accepted for publication in ApJ"
1732616,"It is the purpose of the paper to describe the virtues of time-frequency methods for signal processing applications, having astronomical time series in mind. Different methods are considered and their potential usefulness respectively drawbacks are discussed and illustrated by examples. As areas where one can hope for a successful application of joint time-frequency analysis (JTFA), we describe specifically the problem of signal denoising as well as the question of signal separation which allows to separate signals (possibly overlapping in time or frequency, but) which are living on disjoint parts of the time-frequency plane. Some recipes for practical use of the algorithms are also provided. Comment: 16 pages 19 figures. A&A in press"
1732617,"We have recently shown that in a highly magnetized neutron star atmospheric plasma, vacuum polarization can induce resonant conversion of photon polarization modes via a mechanism analogous to MSW neutrino oscillation. In a recent paper Ozel has dismissed this mode conversion effect as ``mistakes''. Here we explain why our arguments/calculations of this effect are correct."
1732618,"We present the analysis of a Chandra observation of the galaxy cluster A133, which has a cooling flow core, a central radio source, and a diffuse, filamentary radio source that has been classified as a radio relic. The X-ray image shows that the core has a complex structure. The most prominent feature is a ""tongue"" of emission that extends from the central cD galaxy to the northwest and partly overlaps the radio relic. Spectral analysis shows that the emission from the tongue is thermal emission from relatively cool gas at a temperature of ~1.3 keV. One possibility is that this tongue is produced by Kelvin-Helmholtz (KH) instabilities through the interaction between the cold gas around the cD galaxy and hot intracluster medium. We estimate the critical velocity and timescale for the KH instability to be effective for the cold core around the cD galaxy. We find that the KH instability can disrupt the cold core if the relative velocity is 400 km s-1. We compare the results with those of clusters in which sharp, undisrupted cold fronts have been observed; in these clusters, the low-temperature gas in their central regions has a more regular distribution. In contrast to A133, these cluster cores have longer timescales for the disruption of the core by the KH instability when they are normalized to the timescale of the cD galaxy motion. Thus, the other cores are less vulnerable to KH instability. Another possible origin of the tongue is that it is gas that has been uplifted by a buoyant bubble of nonthermal plasma that we identify with the observed radio relic. From the position of the bubble and the radio estimate of the age of the relic source, we estimate a velocity of ~700 km s-1 for the bubble. The structure of the bubble and this velocity are consistent with numerical models for such buoyant bubbles. The energy dissipated by the moving bubble may affect the cooling flow in A133. The combination of the radio and X-ray observations of the radio relic suggest that it is a relic radio lobe formerly energized by the central cD rather than a merger shock-generated cluster radio relic. The lobe may have been displaced from the central cD galaxy by the motion of the cD galaxy or by the buoyancy of the lobe."
1732619,"We present new Hubble Space Telescope Space Telescope Imaging Spectrograph observations of the short-period dwarf novae LL And and EF Peg during deep quiescence. We fit stellar models to the UV spectra and use optical and IR observations to determine the physical parameters of the white dwarfs in the systems, the distances to the binaries, and the properties of the secondary stars. Both white dwarfs are relatively cool, having Teff near 15,000 K, and consistent with a mass of 0.6 M☉. The white dwarf in LL And appears to be of solar abundance or slightly lower, while that in EF Peg is near 0.1-0.3 times solar. LL And is found to be 760 pc away, while EF Peg is closer, at 380 pc. EF Peg appears to have an ~M5 V secondary star, consistent with that expected for its orbital period, while the secondary object in LL And remains a mystery."
1732620,"The large galaxies in the Local Group, as all disk galaxies, have diverse stellar populations. A better understanding of these differences, and a physical understanding of the causes, requires more detailed study of the older populations. This presents a significant challenge to GAIA but the scientific returns are also significant."
1732621,"We study the formation of neon-enriched donor stars in ultracompact X-ray binaries (orbital periods P<80 min) and show that their progenitors have to be low-mass (0.3 - 0.4 solar mass) ``hybrid'' white dwarfs (with CO cores and thick helium mantles). Stable mass transfer is possible if in the initial stages of mass exchange mass is lost from the system, taking away the specific orbital angular momentum of the accretor (``isotropic re-emission''). The excess of neon in the transferred matter is due to chemical fractionation of the white dwarf which has to occur prior to the Roche lobe overflow by the donor. The estimated lower limit of the orbital periods of the systems with neon-enriched donors is close to 10 min. We show that the X-ray pulsar 4U 1626-67, which likely also has a neon-enriched companion, may have been formed via accretion induced collapse of an oxygen-neon white dwarf accretor if the donor was a hybrid white dwarf. Comment: 6 pages, 3 figures, uses aa.cls 5.1 version class file, accepted for publication in Astronomy and Astrophysics"
1732622,We have returned to our previous Bianchi VIIh analysis in light of the Cruz et al. suggestion that the cold spot observed near the Southern Galactic Pole may be a remnant temperature perturbation of a cosmic texture. Bridges et al. used two favoured left-handed Bianchi VIIh templates with restricted prior probabilities so that the template was centred close to the cold spot. Using Wilkinson Microwave Anisotropy Probe (WMAP) data ‘corrected’ for the texture fit we have now re-examined both models to assess any changes to these conclusions. We find that both models are left almost entirely unconstrained by the data and consequently exhibit significantly reduced Bayesian evidences. Both models are now disfavoured by the data. This result reinforces our previous assertion that the cold spot was significant in the detection of a Bianchi VIIh component.
1732623,"The properties of the velocity field in the local volume (cz < 550 km/s) have been difficult to constrain due to a lack of a consistent set of galaxy distances. The sparse observations available to date suggest a remarkably quiet flow, with little deviation from a pure Hubble law. However, velocity field models based on the distribution of galaxies in the 1.2 Jy IRAS redshift survey, predict a quadrupolar flow pattern locally with strong infall at the poles of the local Supergalactic plane. We probe this velocity field and begin to establish a consistent set of galactic distances. We have obtained images of nearby galaxies in the I and V band from the W.M. Keck Observatory and in F814W and F555W filters from the Hubble Space Telescope. Where these galaxies are well resolved into stars we may use the Tip of the Red Giant Branch (TRGB) as a distance indicator. Using a maximum likelihood analysis to quantitatively measure the I magnitude of the TRGB we determine precise distances to seven nearby galaxies: Leo I, Sextans B, NGC 1313, NGC 3109, UGC 03755, UGC 06456, and UGC 07577. Comment: AJ in Press, 54 pages, 30 figures, typos corrected, references added, postscript version with high resolution figures available at ftp://deep.berkeley.edu/pub/trgb/trgb.ps"
1732625,"We present the 1667 MHz OH megamaser luminosity function derived from a single flux-limited survey. The Arecibo Observatory OH megamaser (OHM) survey has doubled the number of known OH megamasers, and we list the complete catalog of OHMs detected by the survey here, including three redetections of known OHMs. OHMs are produced in major galaxy mergers which are (ultra)luminous in the far-infrared. The OH luminosity function follows a power law in integrated line luminosity, $\Phi \propto L_{OH}^{-0.64}$ per Mpc^3 per dex, and is well-sampled for 10^{2.2} L(sun) < L_{OH} < 10^{3.8} L(sun). The OH luminosity function is incorporated into predictions of the detectability and areal density of OHMs in high redshift OH surveys for a variety of current and planned telescopes and merging evolution scenarios parameterized by (1+z)^m in the merger rate ranging from m=0 (no evolution) to m=8 (extreme evolution). Up to dozens of OHMs may be detected per square degree per 50 MHz by a survey reaching an rms noise of 100 microJy per 0.1 MHz channel. An adequately sensitive ``OH Deep Field'' would significantly constrain the evolution exponent m even if no detections are made. In addition to serving as luminous tracers of massive mergers, OHMs may also trace highly obscured nuclear starburst activity and the formation of binary supermassive black holes. Comment: 10 pages, 5 figures, accepted by ApJ. (AASTeX, includes emulateapj5 and onecolfloat5)"
1732626,"We obtained four Chandra/ACIS-S observations beginning 2 weeks after the end of the 2000 November outburst of the neutron star (NS) transient Aql X-1. Over the 5 month span in quiescence, the X-ray spectra are consistent with thermal emission from a NS with a pure hydrogen photosphere and R∞ = 15.9 (d/5 kpc) km at the optically implied X-ray column density. We also detect a hard power-law tail during two of the four observations. The intensity of Aql X-1 first decreased by 50% ± 4% over 3 months, then increased by 35% ± 5% in 1 month, and then remained constant (<6% change) over the last month. These variations in the first two observations cannot be explained by a change in either the power-law spectral component or the X-ray column density. Presuming a pure hydrogen atmosphere and that R∞ is not variable, the long-term changes can only be explained by variations in the NS effective temperature, from kTeff,∞ = 130 eV, down to 113 eV, and finally increasing to 118 eV for the final two observations. During one of these observations, we observe two phenomena that were previously suggested as indicators of quiescent accretion onto the NS: short-timescale (<104 s) variability (at 32% rms) and a possible absorption feature near 0.5 keV. The possible absorption feature can potentially be explained as being due to a time-variable response in the ACIS detector. Even so, such a feature has not been detected previously from a NS and, if confirmed and identified, can be exploited for simultaneous measurements of the photospheric redshift and NS radius."
1732627,"In this paper we study a system of stochastic differential equations with dissipative nonlinearity which arise in certain neurobiology models. Besides proving existence, uniqueness and continuous dependence on the initial datum, we shall be mainly concerned with the asymptotic behaviour of the solution. We prove the existence of an invariant ergodic measure $\nu$ associated with the transition semigroup $P_t$; further, we identify its infinitesimal generator in the space $L^2(H;\nu)$."
1732628,"We calculate global $m=1$ modes with low pattern speed corresponding to introducing a finite eccentricity into a protoplanetary disc. We consider disc models which are either isolated or contain one or two protoplanets orbiting in an inner cavity. Global modes that are strongly coupled to inner protoplanets are found to have disc orbits which tend to have apsidal lines antialigned with respect to those of the inner protoplanets. Other modes corresponding to free disc modes may be global over a large range of length scales and accordingly be long lived. We consider the motion of a protoplanet in the earth mass range embedded in an eccentric disc and determine the equilibrium orbits which maintain fixed apsidal alignment with respect to the disc gas orbits. Equilibrium eccentricities are found to be comparable or possibly exceed the disc eccentricity. We then approximately calculate the tidal interaction with the disc in order to estimate the orbital migration rate. Results are found to deviate from the case of axisymmetric disc with near circular protoplanet orbit once eccentricities of protoplanet and disc orbits become comparable to the disc aspect ratio in magnitude. Aligned protoplanet orbits with very similar eccentricity to that of the gas disc are found to undergo litle eccentricity change while undergoing inward migration in general. However, for significantly larger orbital eccentricities, migration may be significantly reduced or even reverse from inwards to outwards. Thus the existence of global non circular motions in discs with radial excursions comparable to the semi-thickness may have important consequences for the migration and survival of protoplanetary cores in the earth mass range. Comment: Accepted for publication by A & A"
1732629,"Near-infrared observations of Lyman-break galaxies at redshifts z~3 are beginning to provide constraints on ages, star-formation histories, dust content, metallicities, and stellar masses. At present, uncertainties of more than an order of magnitude are typical for many of these parameters. It is nonetheless interesting to ask what the stellar-population models imply for the existence and luminosities of Lyman-break galaxies at higher redshift. To this end we examine the inferred star-formation rates in two well-studied samples of galaxies as a function of redshift out to z = 10 for various best-fit and limiting cases. Taken at face value, the generally young ages (typically 10^8 +- 0.5 yr) of the z = 3 Lyman break galaxies imply that their stars were not present much beyond z=4. By z = 6 the cosmic star-formation rate from the progenitors of these galaxies is less than 10% of star-formation rate at z=3 +- 0.5, even for maximally-old models, provided the derivative of the star-formation rate SFR(t) is monotonic. The escaping Lyman-continuum radiation from such galaxies would be insufficient to reionize the IGM. Thus other sources of ionizing photons (e.g. very massive population III stars) may be needed, and the more normal Lyman-break galaxies may be a phenomenon confined to redshifts z <~ 4. This conclusion changes if SFR(t) was episodic, and we examine the parameters of such bursty star-formation that might be consistent with both the z=2-4 luminosity functions and the z~3 spectral energy distributions. Comment: Accepted for publication in ApJ, Letters. 12 pages, 2 figures"
1732630,"New astrometric analysis of four WFPC2 images of the isolated neutron star RX J185635-3754 show that its distance is 117 +/- 12 pc, nearly double the originally published distance. At the revised distance, the star's age is 5 x 10^5 years, its space velocity is about 185 km/s, and its radiation radius inferred from thermal emission is approximately 15 km, in the range of many equations of state both with and without exotic matter. These measurements remove observational support for an extremely soft equation of state. The star's birthplace is still likely to be in the Upper Sco association, but a connection with zeta Oph is now unlikely. Comment: submitted to ApJ Letters"
1732631,"Only a small fraction of galactic nuclei in the nearby universe are luminous; most of them are currently dim. We investigate the feasibility of constraining the X-ray luminosity in the recent past (up to similar to10(6) years ago) of the nucleus of a cluster dominant galaxy by measuring the contribution of scattered radiation from the central source to the surface brightness of the intracluster gas dominated by thermal emission. We show that resonance X-ray lines present an advantage over the adjacent continuum, because the relative contribution of the scattered component is typically larger in the line case by a significant factor of 3-10. As an example, we estimate the level of constraint that could be derived from future fine spectroscopic observations on the past X-ray luminosity of the nearby M 87 and Cygnus A active galaxies. For instance, scattered line radiation should be detectable from the Virgo cluster if the X-ray luminosity of M 87 was a few times 10(44) erg s(-1),or 10(-3) of its Eddington luminosity, until a few times 10(5) years ago. For comparison, upper limits inferred from the available XMM-Newton and Chandra X-ray continuum data are typically 1-2 orders of magnitude weaker. The same method can be applied to distant powerful quasars (at redshifts z greater than or similar to 1) if they have cluster- like gaseous coronae, as suggested by Rosat and Chandra observations of active galaxies at z less than or similar to 1. Their surface brightness profiles in the X-ray continuum above similar to10 keV >> kT/(1 + z)(where T is the gas temperature) should be dominated by redshifted scattered radiation from the quasar. Therefore, measurements with forthcoming mirror-optics hard X-ray telescopes could give information on the lifetime of quasars and parameters of the hot gas around them."
1732632,"The fields of eight X-ray sources in the Magellanic Clouds believed to be Be/X-ray binaries have been searched for possible Be-star counterparts. BVRc and H CCD imaging was employed to identify early-type emission stars through colour indices and H fluxes. Spectroscopy of five sources confirms the presence of H emission in each case. Based on the positional coincidence of emission-line objects with the X-ray sources, we identify Be-star counterparts to the ROSAT sources RX J0032.9-7348, RX J0049.1-7250, RX J0054.9-7226 and RX J0101.0-7206, and to the recently discovered ASCA source AX J0051-722. We confirm the Be star nature of the counterpart to the HEAO1 source H0544-66. In the field of the ROSAT source RX J0051.8-7231 we find that there are three possible counterparts, each showing evidence for H emission. We find a close double in the error circle of the EXOSAT source EXO 0531.1-6609, each component of which could be a Be star associated with the X-ray source."
1732633,In this paper a Neural Network based approach is presented to identify the noise in the VIRGO context. VIRGO is an experiment to detect Gravitational Waves by means of a Laser Interferometer. Preliminary results appear to be very promising for data analysis of realistic Interferometer outputs.
1732634,"We discuss the technique of Wide-field imaging as it applies to Very Long Baseline Interferometry (VLBI). In the past VLBI data sets were usually averaged so severely that the field-of-view was typically restricted to regions extending a few hundred milliarcseconds from the phase centre of the field. Recent advances in data analysis techniques, together with increasing data storage capabilities, and enhanced computer processing power, now permit VLBI images to be made whose angular size represents a significant fraction of an individual antenna's primary beam. This technique has recently been successfully applied to several large separation gravitational lens systems, compact Supernova Remnants in the starburst galaxy M82, and two faint radio sources located within the same VLA FIRST field. It seems likely that other VLBI observing programmes might benefit from this wide-field approach to VLBI data analysis. With the raw sensitivity of global VLBI set to improve by a factor 4–5 over the coming few years, the number of sources that can be detected in a given field will rise considerably. In addition, a continued progression in VLBI's ability to image relatively faint and extended low brightness temperature features (such as hot-spots in large-scale astrophysical jets) is also to be expected. As VLBI sensitivity approaches the μJy level, a wide-field approach to data analysis becomes inevitable."
1732635,"An intrinsic version of the integrability theorem for the classical Bäcklund theorem is presented. It is characterized by a one-form which can be put in the form of a Riccati system. It is shown how this system can be linearized. Based on this result, a procedure for generating an infinite number of conservation laws is given."
1732636,"With SIRTF and NGST in the offing, it is interesting to examine what the stellar populations of z~3 galaxies models imply for the existence and nature of Lyman-break galaxies at higher redshift. To this end, we ``turn back the clock'' on the stellar population models that have been fit to optical and infrared data of Lyman-break galaxies at z~3. The generally young ages (typically 10^8 +- 0.5 yr) of these galaxies imply that their stars were not present much beyond z=4. For smooth star-formation histories SFR(t) and Salpeter IMFs, the ionizing radiation from early star-formation in these galaxies would be insufficient to reionize the intergalactic medium at z~6, and the luminosity density at z~4 would be significantly lower than observed. We examine possible ways to increase the global star-formation rate at higher redshift without violating the stellar-population constraints at z~3. Comment: To appear in ""The Mass of Galaxies at Low and High Redshift"", ed. R. Bender and A. Renzini, ESO Astrophysics Symposia, Springer-Verlag 7 Pages, 2 figures"
1732637,"In the standard cosmological paradigm cosmic acceleration is to only be a very recent (viz. $z \leq 1$) phenomenon, with the universe being required to be decelerating at all higher redshifts. We suggest that this particular expectation of the standard model is to be viewed as a quite definitive test not only of the model itself but also of the fine-tuning assumption on which the expectation is based, with the expectation itself actually being readily amenable to testing once the Hubble plot can be extended out to only $z=2$ or so. Moreover, such a modest extension of the Hubble plot will also provide for definitive testing of the non fine-tuned alternate conformal gravity theory, a theory in which the universe is to accelerate both above and below $z=1$. Comment: revtex, 11 pages, 2 figures. To appear in proceedings of ""Cosmology and Elementary Particle Physics"", Coral Gables Conference, December 2001, B. N. Kursunoglu (Ed.), American Institute of Physics, NY (2002)"
1732638,"The realization that GRBs release a constant amount of energy implies that the post jet-break afterglow evolution would be largely universal. For a given redshift all afterglows should be detected up to a fixed observer angle. We estimate the observed magnitude and the implied detectability of orphan afterglows. We show that for reasonable limiting magnitudes ($m_{lim}=25$) orphan afterglows would typically be detected from small ($\sim 10^\circ$) angles away from the GRB jet axis. A detected orphan afterglow would generally correspond to a ""near-miss"" of the GRB whose jet was pointing just slightly away from us. With our most optimistic parameters we expect that 15 orphan afterglows will be recorded in the SDSS and 35 transients will be recorded in a dedicated 2m class telescope operating full time for a year in an orphan afterglow search. The rate is smaller by a factor of 15 for our ""canonical"" parameters. We show that for a given facility an optimal survey should be shallower, covering larger area rather than deeper. The limiting magnitude should not be, however, lower than $\sim$ 23rd as in this case more transients from on-axis GRBs will be discovered than orphan afterglows. About 15% of the transients could be discovered with a second exposure of the same area provided that it follows after 3, 4 and 8 days for $m_{lim}=23$, 25 and 27. Comment: Accepted for publication in Ap. J"
1732639,"Recent results from the KASCADE extensive air shower experiment are presented. After briefly reviewing the status of the experiment we report on tests of hadronic interaction models and emphasize the progress being made in understanding the properties and origin of the knee at $E_{knee} ~ 4.10^{15} eV. Analysing the muon- and hadron trigger rates in the KASCADE calorimeter as well as the global properties of high energy hadrons in the shower core leads us to conclude that QGSJET still provides the best overall description of EAS data, being superior to DPMJET II-5 and neXus 2, for example. Performing high statistics CORSIKA simulations and applying sophisticated unfolding techniques to the electron and muon shower size distributions, we are able to successfully deconvolute the all-particle energy spectrum into energy spectra of 4 individual primary mass groups (p, He, C, Fe). Each of these preliminary energy distributions exhibits a knee like structure with a change of their knee positions suggesting a constant rigidity of R ~ 2-3 PV."
1732640,"We analyzed 139 chi-state observations of GRS 1915+105 with RXTE from 1997 to 2000 and found i) that the observations fall into two groups with different Comptonization behavior, ii) that the slope of the hard X-ray component correlates with the radio flux, thus revealing the interaction of jet and corona, and iii) a 590 days long term periodicity in the hard X-ray and radio components."
1732641,"A phenomenological analysis of radiative $V\to P\gamma$ and $P\to V\gamma$ decays is performed in order to determine the gluonic content of the $\eta^\prime$ wave function. Our result shows that there is no evidence for such a gluonium contribution, $Z_{\eta^\prime}^2=0.04\pm 0.09$. In terms of a mixing angle description this corresponds to $\phi_P=(41.4\pm 1.3)^\circ$ and $|\phi_{\eta^\prime G}|=(12\pm 13)^\circ$."
1732642,"A method is developed to evaluate the magni cations of the images of galaxies with lensing potentials strati ed on similar concentric ellipses. In a quadruplet system, there are two even parity images, two odd parity images, together with a de-magni ed and usually missing central image. A simple contour integral is provided which enables the sums of the magni cations of the even parity or the odd parity images or the central image to be separately calculated without explicit solution of the lens equation. We nd that the sums for pairs of images generally vary considerably with the position of the source, while the signed sums of the two pairs can be remarkably uniform inside the tangential caustic in the absence of naked cusps."
1732643,The CMB Planck satellite (ESA) will provide a catalogue of nearly 30000 galaxy clusters (Sunyaev-Zel'dovich effect) between redshift 0 and approx. 2-3 (depending on the cosmological model). This hughe catalogue of clusters will allow detailed studies of the evolution of the cluster population with redshift which will constrain the cosmological model. The identification of the high redshift clusters should be done with a large telescope (like GTC) since Planck data alone will not provide any clue about the redshift of the clusters. In this work we show that an optical follow up of only 300 clusters (randomly selected from the Planck catalogue) is needed in order to distinguish models with or without a cosmological constant.
1732644,"Numerical simulations of kinematic dynamo action in steady and 3-d ABC flows are presented with special focus on growth rates and multiple periods of the prescribed velocity field. It is found that the difference in growth rate is due to differences in the recycling of the weakest part of the magnetic field. Differences in the topology in cases with and without stagnation points in the imposed velocity field are also investigated, and it is found that the cigar-like structures that develop in the classical A=B=C dynamos, are replaced by ribbon structures in cases where the flow is without stagnation points. Comment: 7 pages, 12 PS figures, submitted to A&A (+ slight changes from previous version)"
1732645,"We present NLTE abundances of CNO for a sample of four O9 stars in the Galaxy, together with new determinations of their stellar parameters, $T_{\rm eff}$, $\log g$, $\epsilon$(He) and microturbulence. These new analyses take into account the effect of {\it line--blocking} in the spectral synthesis with our classical NLTE, plane--parallel and hydrostatic model atmospheres. The sample includes three O9 He normal stars: two dwarfs, HD 214680 and HD 34078, and one supergiant, HD 209975, and one fast rotating giant with a preliminary high He overabundance, HD 191423 with $\epsilon$(He)=0.20. We find first that the consideration of microturbulence in the spectral synthesis for the fast rotator leads to a considerably lower He abundance, $\epsilon$(He)=0.12. The CNO abundances of the three He normal stars are in good agreement with the values in the literature for Galactic B dwarfs with no evidence of mixing, and show that they all have the same chemical composition. We also discuss however the possible CNO contamination of the supergiant HD 209975. For the fast rotator we find that the abundances show the trend of the CNO contamination: a N overabundance together with C and O depletion. The N/C and N/O ratios of our stars as a function of their projected rotational velocities are consistent with the predictions of the recent evolutionary models of Meynet & Maeder [Mey&Mae00]. Comment: 19 pages, 12 figures, 13 tables, accepted by A&A"
1732646,"In Europe (e.g., in Italy), and in the States, the opinion is widely spreading that the negative consequences of modern progress are the fault of ""Science"". A lively debate on this topic took place among the famous writer Leonardo Sciascia and Italian physicists like Edoardo Amaldi and Emilio Segre', when Sciascia wrote his known book about the disappearance of Ettore Majorana, a book that presented Majorana (a very reserved theoretical physicist) as an example of the scientist that keeps his discoveries secret when afraid of possible evil applications. We wish to contribute now to such a question, since many special meetings did recently return to it, while celebrating the centenary of Majorana's birth (2006), or 30 years (2005) from Sciascia's book publication. It appeared natural to us to start with the figure of Einstein, who, even if extremely peaceable, supported the atomic bomb construction by his letter to Roosvelt. We discuss first the significance of part of Einsteins's scientific work (which flourished in particular one century ago): We seize this opportunity for presenting a derivation of the ""twins paradox"", so simple that it has been taught to Senior High School last-year students or University undergraduate students; all the present work, more in general, is addressed mainly to them. In the second part of this paper, we analyse the general meaning of Einstein's contributions to philosophy and pedagogy. The third part is entirely devoted to our main subject, i.e., to discussing the ""Responsibility of the Intellectuals"". The reader interested chiefly in this last part, can find it re-expounded in a self-contained way in the Appendix. More information in the Contents of this article."
1732647,"PSR B0943+10 is known to show remarkably stable drifting subpulses, which can be interpreted in terms of a circumferential motion of 20 sparks, each completing one circulation around the periphery of the polar cap in 37 pulsar periods. We use this observational constraint and argue that the vacuum gap model can adequately describe the observed drift patterns. Further we demonstrate that {\em only} the presence of strong non-dipolar surface magnetic field can favor such vacuum gap formation. Subsequently, for the first time we are able to constrain the parameters of the surface magnetic field, and model the expected magnetic structure on the polar cap of PSR B0943+10 considering the inverse Compton scattering photon dominated vacuum gap. Comment: 6 pages, 3 figures, acccepted for publication in Astronomy and Astrophysics"
1732648,"There is empirical evidence that the two-point correlation function of the galaxy distribution follows, for small scales, reasonably well a power-law expression ξ(r) / αr^−γ with γ between 1.5 and 1.9. Nevertheless, most of the point eld models suggested in the literature do not have this property. This paper presents a new class of models, which is produced by modifying point elds commonly used in cosmology to mimic the galaxy distribution, but where γ = 2 is too large. The points are independently and randomly shifted, leading to the desired reduction of the value of γ. Martinez Garcia, Vicente, Vicent.Martínez@uv.es"
1732649,"We analyze new high-resolution Chandra X-ray images of the Wolf-Rayet binary system WR147. This system contains a WN8 star with an early-type companion located 0.6'' to its north, and is the only known early-type binary with a separation on the sky large enough for the wind-wind collision between the stars to currently be resolved at X-ray energies. The 5 ksec Chandra HRC-I image provides the first direct evidence for spatially extended X-ray emission in an early-type binary system. The X-ray emission peaks close to the position of the radio bow shock and north of the WN8 star. A deeper X-ray image is needed to accurately determine the degree of spatial extension, to exactly align the X-ray and optical/radio frames, and to determine whether part of the detected X-ray emission arises in the individual stellar winds. Simulated X-ray images of the wind-wind collision have a FWHM consistent with the data, and maximum likelihood fits suggest that a deeper observation may also constrain the inclination and wind momentum ratio of this system. However, as the WR wind dominates the colliding wind X-ray emission it appears unlikely that the mass-loss rate and the terminal velocity of the companion wind can be separately determined from X-ray observations. We also note an inconsistency between numerical and analytical estimates of the X-ray luminosity ratio of the stronger and weaker wind components, and conclude that the analytical results are in error. Comment: 13 pages, 6 figures, accepted by A&A"
1732650,"The Great Observatories Origins Deep Survey (GOODS) is designed to gather the best and deepest multiwavelength data for studying the formation and evolution of galaxies and active galactic nuclei, the distribution of dark and luminous matter at high redshift, the cosmological parameters from distant supernovae, and the extragalactic background light. The program uses the most powerful space- and ground-based telescopes to cover two fields, each 10'x16', centered on the Hubble Deep Field North and the Chandra Deep Field South, already the sites of extensive observations from X-ray through radio wavelengths. GOODS incorporates 3.6-24 micron observations from a SIRTF Legacy Program, four-band ACS imaging from an HST Treasury Program, and extensive new ground-based imaging and spectroscopy. GOODS data products will be made available on a rapid time-scale, enabling community research on a wide variety of topics. Here we describe the project, emphasizing its application for studying the mass assembly history of galaxies. Comment: 8 pages, 2 figures, to appear in the proceedings of the ESO/USM Workshop ""The Mass of Galaxies at Low and High Redshift"" (Venice, Italy, October 2001), eds. R. Bender and A. Renzini"
1732651,"Currently public ESO data sets pertinent to the CDFS/GOODS field are briefly illustrated along with an indication on how to get access to them. Future ESO plans for complementing the GOODS database with optical/IR imaging and optical spectroscopy are also described. Comment: 6 pages, 2 figures, to appear in the proceedings of the ESO/USM Workshop ""The Mass of Galaxies at Low and High Redshift"" (Venice, Italy, October 2001), eds. R. Bender and A. Renzini"
1732652,"We describe a high-precision radial velocity search for jovian-mass companions to main sequence stars in the Hyades star cluster. The Hyades provides an extremely well controlled sample of stars of the same age, the same metallicity, and a common birth and early dynamical environment. This sample allows us to explore the dependence of the process of planet formation on only a single independent variable: the stellar mass. In this paper we describe the survey and summarize results for the first five years. Comment: 8 pages, 3 figures; To appear in the July 2002 issue of The Astronomical Journal"
